Prosodic Collocational Patterns of ZAI and ZHENGZAI in modern Chinese,,,,
Verbs,ZAI,ZHENGZAI,Number of syllables,
搭车,1,0,disyllabic lexical items,
“帮助”别人,1,0,polysyllabic lexical items,
“等活”,2,0,polysyllabic lexical items,
“讨论”什么问题,0,1,polysyllabic lexical items,
“玩朋友”,1,0,polysyllabic lexical items,
挨打,1,0,disyllabic lexical items,
挨饿,2,0,disyllabic lexical items,
挨饿受冻,1,0,polysyllabic lexical items,
关心,0,1,disyllabic lexical items,
关心、培养自己,1,0,polysyllabic lexical items,
关心过去这四年您在谷歌,1,0,polysyllabic lexical items,
关心那些把他视为救星的山区孩子们,1,0,polysyllabic lexical items,
关心那些东西,1,0,polysyllabic lexical items,
关心她,1,0,polysyllabic lexical items,
关心这种事,1,0,polysyllabic lexical items,
关心重庆饭店,1,0,polysyllabic lexical items,
安排“全球战略”新步骤,1,0,polysyllabic lexical items,
安排抢救工作,0,1,polysyllabic lexical items,
安排巧计动你的手,0,2,polysyllabic lexical items,
安排研究和创作的良好环境,0,1,polysyllabic lexical items,
安排重印作业,0,1,polysyllabic lexical items,
安排猪肉的供应,1,0,polysyllabic lexical items,
安慰,2,0,disyllabic lexical items,
安慰丁仪,1,0,polysyllabic lexical items,
安慰淑英,1,0,polysyllabic lexical items,
安慰他,1,0,polysyllabic lexical items,
安慰她,1,0,polysyllabic lexical items,
安慰她的良心,1,0,polysyllabic lexical items,
安慰我,2,0,polysyllabic lexical items,
安慰一个因为没有放起自己制作的风筝而哭哭啼啼的小弟弟,1,0,polysyllabic lexical items,
安慰自己,1,0,polysyllabic lexical items,
安装,1,1,disyllabic lexical items,
安装国产亚洲最大的石英钟,0,1,polysyllabic lexical items,
安装机器设备,0,1,polysyllabic lexical items,
安装墙壁、门板,0,1,polysyllabic lexical items,
按著肚子,1,0,polysyllabic lexical items,
暗示,3,0,disyllabic lexical items,
暗示读者,1,0,polysyllabic lexical items,
暗示什么,2,0,polysyllabic lexical items,
暗示我把她估计得太神秘,1,0,polysyllabic lexical items,
熬稀饭,2,0,polysyllabic lexical items,
熬药,0,1,disyllabic lexical items,
拔,1,0,monosyllabic lexical items,
拔草,1,0,disyllabic lexical items,
拔掉旧电线杆,0,1,polysyllabic lexical items,
把大批美金移藏到美洲,0,1,polysyllabic lexical items,
把各种物资和建筑器材运到各建设工地,0,1,polysyllabic lexical items,
把工作重点转移到现代化建设上来,0,1,polysyllabic lexical items,
把警方排挤出去,0,1,polysyllabic lexical items,
把历史已经切断,1,0,polysyllabic lexical items,
把美帝纸老虎撕得粉碎,0,1,polysyllabic lexical items,
把门口的垃圾往畚箕里扫,0,1,polysyllabic lexical items,
把那颗“炸弹”托住,0,1,polysyllabic lexical items,
把他们当做实验室的豚鼠看待,0,1,polysyllabic lexical items,
把越来越多的马绍尔群岛居民赶出他们的土地,1,0,polysyllabic lexical items,
把战争扩大到整个印度支那威胁东南亚和平,0,1,polysyllabic lexical items,
把自己的体力和热情，把饱含着农作物所需要的氮、磷、钾和有机质的肥料，献给哺育着我们的共和国的农田,1,0,polysyllabic lexical items,
掰手腕,1,0,polysyllabic lexical items,
掰玉米,1,0,polysyllabic lexical items,
摆,1,0,monosyllabic lexical items,
摆动,2,0,disyllabic lexical items,
摆赌,1,0,disyllabic lexical items,
摆酒炒菜,1,0,polysyllabic lexical items,
摆弄钢笔,1,0,polysyllabic lexical items,
摆弄什么东西,1,0,polysyllabic lexical items,
摆弄一些贴在大幅硬纸上的照片,0,1,polysyllabic lexical items,
摆摊卖眼镜,1,0,polysyllabic lexical items,
摆脱经济增长赶不上人口增长的状况,0,1,polysyllabic lexical items,
摆脱外国的统治,0,1,polysyllabic lexical items,
摆脱危机,0,1,polysyllabic lexical items,
摆脱祖辈那种“一分钱攥出水来”的守财形象,0,1,polysyllabic lexical items,
搬,1,0,monosyllabic lexical items,
搬大石头块儿,1,0,polysyllabic lexical items,
搬东西出来,1,0,polysyllabic lexical items,
搬东西走,1,1,polysyllabic lexical items,
搬家,1,0,disyllabic lexical items,
搬石弄土,1,0,polysyllabic lexical items,
搬箱子,0,1,polysyllabic lexical items,
搬运,1,0,disyllabic lexical items,
搬运沙袋围堵缺口,0,1,polysyllabic lexical items,
办案,1,0,disyllabic lexical items,
办报请退役,1,0,polysyllabic lexical items,
办公司,1,0,polysyllabic lexical items,
办结束,1,0,polysyllabic lexical items,
办理,0,4,disyllabic lexical items,
办理后事,1,0,polysyllabic lexical items,
办理借贷手续,0,1,polysyllabic lexical items,
办理军事政治学校,1,0,polysyllabic lexical items,
办理离婚,0,1,polysyllabic lexical items,
办理什么事,1,0,polysyllabic lexical items,
办理选举,0,1,polysyllabic lexical items,
办理移交、法共政治局号召党员,0,1,polysyllabic lexical items,
办理住院,0,1,polysyllabic lexical items,
办年货,1,0,polysyllabic lexical items,
办什么孔教会的事情,1,0,polysyllabic lexical items,
办事,1,0,disyllabic lexical items,
办喜事,0,2,polysyllabic lexical items,
办一件事,1,0,polysyllabic lexical items,
办这个学期的结束,1,0,polysyllabic lexical items,
办这件事,0,1,polysyllabic lexical items,
拌醋醅,1,0,polysyllabic lexical items,
拌豆腐,1,0,polysyllabic lexical items,
帮别人忙来忙去,1,0,polysyllabic lexical items,
帮倒忙,1,0,polysyllabic lexical items,
帮忙,5,0,disyllabic lexical items,
帮人圆梦,1,0,polysyllabic lexical items,
帮谁干活,1,0,polysyllabic lexical items,
帮她隐瞒,1,0,polysyllabic lexical items,
帮我们,1,0,polysyllabic lexical items,
帮用户,1,0,polysyllabic lexical items,
帮助、指点自己,1,0,polysyllabic lexical items,
帮助病人走出低谷,1,0,polysyllabic lexical items,
帮助大家搞清楚事实真相,1,0,polysyllabic lexical items,
帮助帝国主义者,1,0,polysyllabic lexical items,
帮助该校开设高度国际化的课程,1,0,polysyllabic lexical items,
帮助控制政治上的反对分子,1,0,polysyllabic lexical items,
帮助你们,1,0,polysyllabic lexical items,
帮助他,2,0,polysyllabic lexical items,
帮助她,1,0,polysyllabic lexical items,
帮助文艺工作者认识自己对国家和人民的责任,1,0,polysyllabic lexical items,
帮助我们,1,0,polysyllabic lexical items,
帮助我们父子两个,1,0,polysyllabic lexical items,
帮助兴建,0,1,polysyllabic lexical items,
帮助一个公社修理农机,1,0,polysyllabic lexical items,
帮助一个同志改正骄傲自满的毛病,1,0,polysyllabic lexical items,
帮助一些工厂、机关、学校办好集体食堂,1,0,polysyllabic lexical items,
帮助以色列对西奈地区发动攻势,1,0,polysyllabic lexical items,
帮助在台湾中部建筑一座新飞机场,0,1,polysyllabic lexical items,
帮助这些最反动的、最富有侵略性的帝国主义力量发动战争,1,0,polysyllabic lexical items,
包饺子,1,0,polysyllabic lexical items,
包伤口,0,1,polysyllabic lexical items,
包扎,1,0,disyllabic lexical items,
包扎一叠叠的信件,0,1,polysyllabic lexical items,
保护创新,1,0,polysyllabic lexical items,
保护他,1,0,polysyllabic lexical items,
保护他底心爱的东西,1,0,polysyllabic lexical items,
保护他自己,1,0,polysyllabic lexical items,
保护她,1,0,polysyllabic lexical items,
体贴她,1,0,polysyllabic lexical items,
保卫地球,1,0,polysyllabic lexical items,
保卫他们的民族独立和世界和平,0,1,polysyllabic lexical items,
害怕,3,0,disyllabic lexical items,
害怕皇上动怒,0,1,polysyllabic lexical items,
报告,1,0,disyllabic lexical items,
报告海湾局势的最新发展,0,1,polysyllabic lexical items,
报告新闻,1,0,polysyllabic lexical items,
抱怨,1,0,disyllabic lexical items,
抱怨阿巧拿错了衣服,1,0,polysyllabic lexical items,
抱怨革命对初恋的阉割,1,0,polysyllabic lexical items,
抱怨经济学家的可怜的预测能力,1,0,polysyllabic lexical items,
抱怨某事也纹丝不改如同她光滑无皱的脸,1,0,polysyllabic lexical items,
抱怨她道,1,0,polysyllabic lexical items,
抱怨我,1,0,polysyllabic lexical items,
抱怨自己“是孤零零一个人”,1,0,polysyllabic lexical items,
抱著个盆,1,0,polysyllabic lexical items,
爆发,2,0,disyllabic lexical items,
爆发尖锐的冲突,1,0,polysyllabic lexical items,
背词,1,0,disyllabic lexical items,
背化学元素,1,0,polysyllabic lexical items,
背批判稿,1,0,polysyllabic lexical items,
背屈原写的《离骚》中的句子,1,0,polysyllabic lexical items,
背信,1,0,disyllabic lexical items,
被操纵,0,1,polysyllabic lexical items,
被粉碎,0,1,polysyllabic lexical items,
被改造成逃亡飞船,0,1,polysyllabic lexical items,
被监视,0,1,polysyllabic lexical items,
被建成美国用来试验核弹和其他核武器的永久性试验场,0,1,polysyllabic lexical items,
被利用,1,0,polysyllabic lexical items,
被盘问,1,0,polysyllabic lexical items,
被切断,1,0,polysyllabic lexical items,
被扫进历史的垃圾堆,0,1,polysyllabic lexical items,
被释放出来,0,1,polysyllabic lexical items,
被我丢到身后,0,1,polysyllabic lexical items,
被吸收到扩大中的工业中去,0,1,polysyllabic lexical items,
被消耗完,0,1,polysyllabic lexical items,
被撞倒、被撞晕,1,0,polysyllabic lexical items,
奔驰,5,0,disyllabic lexical items,
奔驰在兴安岭边,0,1,polysyllabic lexical items,
奔跑,8,0,disyllabic lexical items,
奔跑，呼叫,1,0,polysyllabic lexical items,
奔走,1,0,disyllabic lexical items,
蹦,2,0,monosyllabic lexical items,
逼仓,1,0,disyllabic lexical items,
逼你,1,0,disyllabic lexical items,
逼琴,1,0,disyllabic lexical items,
逼人,1,0,disyllabic lexical items,
逼她,1,0,disyllabic lexical items,
逼问,1,0,disyllabic lexical items,
比剑,1,0,disyllabic lexical items,
比赛,1,1,disyllabic lexical items,
比赛看谁能把地理课本倒背如流,1,0,polysyllabic lexical items,
怕那只手,1,0,polysyllabic lexical items,
怕谁误会,1,0,polysyllabic lexical items,
避免同印度入侵部队发生冲突,1,0,polysyllabic lexical items,
避免与日本交战,1,0,polysyllabic lexical items,
编成一根很粗的大辫子,0,1,polysyllabic lexical items,
编歌骂我,1,0,polysyllabic lexical items,
编谎,1,0,disyllabic lexical items,
编辑,0,1,disyllabic lexical items,
编辑《王国维书信集》,0,1,polysyllabic lexical items,
编辑出版一批重要科技图书,0,1,polysyllabic lexical items,
编辑一部波中辞典,0,1,polysyllabic lexical items,
编麻鞋,1,0,polysyllabic lexical items,
编席子,1,0,polysyllabic lexical items,
编织东西,1,0,polysyllabic lexical items,
变,25,0,monosyllabic lexical items,
变“修”,0,1,polysyllabic lexical items,
变暗,1,0,disyllabic lexical items,
变白,1,0,disyllabic lexical items,
变成“两夏”,0,1,polysyllabic lexical items,
变成美国人的幻想,0,1,polysyllabic lexical items,
变成群众自觉行动,0,1,polysyllabic lexical items,
变成未来侵略民主中国的战争根据地,0,1,polysyllabic lexical items,
变成瞎聊天或编织手艺的时间,0,1,polysyllabic lexical items,
变成现实,0,8,polysyllabic lexical items,
变成一个大公园,0,1,polysyllabic lexical items,
变成一个科学院,0,1,polysyllabic lexical items,
变成整个亚洲的产业发动机,0,1,polysyllabic lexical items,
变淡,1,1,disyllabic lexical items,
变得更有“存在感”,0,1,polysyllabic lexical items,
变得日益激烈,0,1,polysyllabic lexical items,
变得虚无缥缈,0,1,polysyllabic lexical items,
变得越来越像身边这位少女,0,1,polysyllabic lexical items,
变轨,1,0,disyllabic lexical items,
变好,2,0,disyllabic lexical items,
变红,1,0,disyllabic lexical items,
变化,34,3,disyllabic lexical items,
变化为有事找,0,1,polysyllabic lexical items,
变坏,2,0,disyllabic lexical items,
变换,4,0,disyllabic lexical items,
变荒,1,0,disyllabic lexical items,
变旧,1,0,disyllabic lexical items,
变冷,0,1,disyllabic lexical items,
变浓,1,0,disyllabic lexical items,
变清,1,0,disyllabic lexical items,
变热,1,0,disyllabic lexical items,
变软变薄,1,0,polysyllabic lexical items,
变为半封建半殖民地式的社会,0,1,polysyllabic lexical items,
变为现实,0,4,polysyllabic lexical items,
变为最不可靠的,0,1,polysyllabic lexical items,
变咸,1,0,disyllabic lexical items,
变小,3,1,disyllabic lexical items,
变形,1,0,disyllabic lexical items,
变浊水,0,1,polysyllabic lexical items,
变奏,1,0,disyllabic lexical items,
辨认他眼前的这位自命老朋友的人到底是谁,1,0,polysyllabic lexical items,
辩论,4,1,disyllabic lexical items,
辩论调整组织机构减少人员方案,0,1,polysyllabic lexical items,
辩论国民党从抗战转入战后的有关方针政策问题,0,1,polysyllabic lexical items,
表达,1,0,disyllabic lexical items,
表达热忱的敬意,1,0,polysyllabic lexical items,
表示,3,0,disyllabic lexical items,
表示不屈和坚贞,1,0,polysyllabic lexical items,
表示反对,1,0,polysyllabic lexical items,
表示焦烦,1,0,polysyllabic lexical items,
表示惊诧,1,0,polysyllabic lexical items,
表示两国终不能调和,1,0,polysyllabic lexical items,
表示他的惋惜之情,1,0,polysyllabic lexical items,
表示他害怕把她失掉,1,0,polysyllabic lexical items,
表示他有什么伟大的抱负,1,0,polysyllabic lexical items,
表示它的愁思,1,0,polysyllabic lexical items,
表示它底胜利,1,0,polysyllabic lexical items,
表示她不愿意跟他走,1,0,polysyllabic lexical items,
表示她的敏感,1,0,polysyllabic lexical items,
表示她愿意和新的势力靠拢,1,0,polysyllabic lexical items,
表示笑,1,0,polysyllabic lexical items,
表演,2,0,disyllabic lexical items,
表演第三套健身秧歌,0,1,polysyllabic lexical items,
表演歌舞剧,1,0,polysyllabic lexical items,
表演民族舞蹈“抬新娘”,1,0,polysyllabic lexical items,
表演跆拳道和各种民族游戏,1,0,polysyllabic lexical items,
表扬他们,1,0,polysyllabic lexical items,
表扬它,1,0,polysyllabic lexical items,
拨开艺术理想的雾障,1,0,polysyllabic lexical items,
波动,5,1,disyllabic lexical items,
剥削,2,0,disyllabic lexical items,
剥削你,1,0,polysyllabic lexical items,
播放,1,3,disyllabic lexical items,
播放那一首“孤独的人是无耻的”歌,1,0,polysyllabic lexical items,
播放视频,1,0,polysyllabic lexical items,
播放焰火晚会的实况,1,0,polysyllabic lexical items,
播放一部纪录片,0,1,polysyllabic lexical items,
播放一段美妙的乐曲,0,1,polysyllabic lexical items,
播放一支快活的曲子,1,0,polysyllabic lexical items,
播关于通缉他的事,1,0,polysyllabic lexical items,
补底,1,0,disyllabic lexical items,
补苗,0,1,disyllabic lexical items,
布置,0,2,disyllabic lexical items,
布置这一年中的生产计划,1,0,polysyllabic lexical items,
步入商业社会,0,1,polysyllabic lexical items,
步入死胡同,0,1,polysyllabic lexical items,
部署,1,1,disyllabic lexical items,
部署、执行屠杀任务,0,1,polysyllabic lexical items,
部署第四代的洲际弹道导弹,1,0,polysyllabic lexical items,
擦,0,1,monosyllabic lexical items,
擦车灯,0,1,polysyllabic lexical items,
擦厨房,1,0,polysyllabic lexical items,
擦瓷盆,6,0,polysyllabic lexical items,
擦额角上的汗滴,1,0,polysyllabic lexical items,
擦粉,2,0,disyllabic lexical items,
